Cell_Name	clone.id	clone.status	patient	sampleType	stype	majorCluster	loc
P0701-TTR-169	CRC.P0701_C000433:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-44	CRC.P0701_C000434:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_PTR-1_77	CRC.P0701_C000435:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_TTR-2_29	CRC.P0701_C000436:3	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-NTR-151	CRC.P0701_C000436:3	Clonal	P0701	NTR	CD4	CD4_C10-FOXP3	N
P0701-NTR-1-19	CRC.P0701_C000437:1	NoClonal	P0701	NTR	CD4	CD4_C12-CTLA4	N
P0701-TTC-166	CRC.P0701_C000438:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-NTR-1-35	CRC.P0701_C000439:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701_TTC-2_3	CRC.P0701_C000440:1	NoClonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701_TTR-2_5	CRC.P0701_C000441:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTR-1-24	CRC.P0701_C000442:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-TTR-1-47	CRC.P0701_C000444:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701_TTH-1_24	CRC.P0701_C000445:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-TTR-178	CRC.P0701_C000446:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701_TTH-1_23	CRC.P0701_C000447:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701_TTH-1_48	CRC.P0701_C000450:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-NTR-184	CRC.P0701_C000451:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-PTC-1-4	CRC.P0701_C000452:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701_TTH-1_58	CRC.P0701_C000453:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701_TTR-2_27	CRC.P0701_C000454:3	Clonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTR-1-91	CRC.P0701_C000454:3	Clonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-PTC-1-76	CRC.P0701_C000455:3	Clonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
PTC129-20160701	CRC.P0701_C000455:3	Clonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-PTC-1-20	CRC.P0701_C000455:3	Clonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701_TTH-1_65	CRC.P0701_C000456:1	NoClonal	P0701	TTH	CD4	CD4_C04-TCF7	T
P0701-NTR-1-26	CRC.P0701_C000457:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-TTR-191	CRC.P0701_C000458:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTH-2-55	CRC.P0701_C000459:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-PTC-1-80	CRC.P0701_C000461:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701_TTR-2_3	CRC.P0701_C000462:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTR-147	CRC.P0701_C000464:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701_TTH-1_56	CRC.P0701_C000465:1	NoClonal	P0701	TTH	CD4	CD4_C07-GZMK	T
P0701-NTR-1-82	CRC.P0701_C000466:1	NoClonal	P0701	NTR	CD4	CD4_C10-FOXP3	N
P0701-PTC-120	CRC.P0701_C000467:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-NTR-157	CRC.P0701_C000468:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-TTR-163	CRC.P0701_C000469:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
PTC118-20160701	CRC.P0701_C000470:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-NTR-167	CRC.P0701_C000472:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701-NTR-1-31	CRC.P0701_C000473:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701-NTR-149	CRC.P0701_C000474:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-PTC-1-90	CRC.P0701_C000475:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701_TTH-1_27	CRC.P0701_C000477:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701-NTC-1-26	CRC.P0701_C000478:3	Clonal	P0701	NTC	CD8	CD8_C03-CX3CR1	N
P0701-PTC-1-43	CRC.P0701_C000478:3	Clonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
PTC122-20160701	CRC.P0701_C000478:3	Clonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-NTR-178	CRC.P0701_C000479:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-NTR-1-54	CRC.P0701_C000480:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-PTH-2-96	CRC.P0701_C000481:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-PTC-1-69	CRC.P0701_C000482:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTH-2-15	CRC.P0701_C000483:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701-PTC-132	CRC.P0701_C000484:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-TTC-161	CRC.P0701_C000487:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-TTR-132	CRC.P0701_C000488:1	NoClonal	P0701	TTR	CD4	CD4_C11-IL10	T
P0701-PTC-1-55	CRC.P0701_C000489:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-NTR-1-75	CRC.P0701_C000492:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-PTH-2-14	CRC.P0701_C000493:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-TTC-187	CRC.P0701_C000494:1	NoClonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701-TTR-171	CRC.P0701_C000495:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTH-1_89	CRC.P0701_C000496:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-PTC-1-68	CRC.P0701_C000497:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-TTR-1-64	CRC.P0701_C000498:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701_TTH-1_59	CRC.P0701_C000499:1	NoClonal	P0701	TTH	CD4	CD4_C04-TCF7	T
P0701_TTH-1_96	CRC.P0701_C000500:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-PTC-1-77	CRC.P0701_C000501:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTC-1-50	CRC.P0701_C000502:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-TTC-137	CRC.P0701_C000503:1	NoClonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701_TTH-1_64	CRC.P0701_C000504:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701-PTH-2-56	CRC.P0701_C000505:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-NTR-1-62	CRC.P0701_C000506:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701-TTR-166	CRC.P0701_C000507:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTH-2-74	CRC.P0701_C000510:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701-NTR-155	CRC.P0701_C000512:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-PTC-1-9	CRC.P0701_C000513:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701_TTR-2_13	CRC.P0701_C000514:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-90	CRC.P0701_C000516:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-PTH-2-31	CRC.P0701_C000517:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-PTC-1-17	CRC.P0701_C000518:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-NTC-1-92	CRC.P0701_C000519:1	NoClonal	P0701	NTC	CD8	CD8_C06-CD160	N
P0701-NTR-1-58	CRC.P0701_C000522:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-PTH-2-85	CRC.P0701_C000523:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-TTC-150	CRC.P0701_C000525:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701_TTC-1_70	CRC.P0701_C000526:1	NoClonal	P0701	TTC	CD8	CD8_C03-CX3CR1	T
P0701_PTR-1_54	CRC.P0701_C000527:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-NTR-1-81	CRC.P0701_C000528:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-TTR-2-16	CRC.P0701_C000529:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTR-1-73	CRC.P0701_C000530:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-NTR-1-47	CRC.P0701_C000531:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-NTR-1-13	CRC.P0701_C000532:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701-TTR-135	CRC.P0701_C000533:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-42	CRC.P0701_C000534:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701-PTC-1-23	CRC.P0701_C000536:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-NTR-1-67	CRC.P0701_C000538:1	NoClonal	P0701	NTR	CD4	CD4_C10-FOXP3	N
P0701-PTH-2-94	CRC.P0701_C000539:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701_TTR-2_10	CRC.P0701_C000540:2	Clonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-TTR-147	CRC.P0701_C000540:2	Clonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-59	CRC.P0701_C000541:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_PTR-1_60	CRC.P0701_C000542:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-NTR-1-22	CRC.P0701_C000543:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-NTR-1-90	CRC.P0701_C000544:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-TTR-1-49	CRC.P0701_C000547:1	NoClonal	P0701	TTR	CD4	CD4_C07-GZMK	T
P0701_PTR-1_47	CRC.P0701_C000549:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-PTC-1-82	CRC.P0701_C000551:2	Clonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-TTC-185	CRC.P0701_C000552:1	NoClonal	P0701	TTC	CD8	CD8_C05-CD6	T
PTR32-20160701	CRC.P0701_C000554:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_TTC-1_89	CRC.P0701_C000555:1	NoClonal	P0701	TTC	CD8	CD8_C05-CD6	T
P0701-NTC-1-52	CRC.P0701_C000558:1	NoClonal	P0701	NTC	CD8	CD8_C05-CD6	N
P0701-PTH-2-51	CRC.P0701_C000559:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-NTR-1-76	CRC.P0701_C000560:1	NoClonal	P0701	NTR	CD4	CD4_C12-CTLA4	N
P0701_TTH-1_77	CRC.P0701_C000561:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701-NTR-1-42	CRC.P0701_C000562:1	NoClonal	P0701	NTR	CD4	CD4_C12-CTLA4	N
P0701_PTR-2_14	CRC.P0701_C000564:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-PTH-2-9	CRC.P0701_C000565:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-NTR-117	CRC.P0701_C000567:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-NTR-1-56	CRC.P0701_C000569:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-NTR-180	CRC.P0701_C000570:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701_PTR-1_68	CRC.P0701_C000572:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_PTR-1_46	CRC.P0701_C000573:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701-PTC-1-54	CRC.P0701_C000574:1	NoClonal	P0701	PTC	CD8	CD8_C04-GZMK	P
P0701_TTH-1_29	CRC.P0701_C000576:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-PTC-1-3	CRC.P0701_C000577:1	NoClonal	P0701	PTC	CD8	CD8_C04-GZMK	P
P0701-PTH-2-22	CRC.P0701_C000579:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701-TTR-154	CRC.P0701_C000580:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTC-1-38	CRC.P0701_C000582:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-NTC-1-48	CRC.P0701_C000583:1	NoClonal	P0701	NTC	CD8	CD8_C04-GZMK	N
P0701-TTR-177	CRC.P0701_C000585:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTR-1-71	CRC.P0701_C000586:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-NTR-154	CRC.P0701_C000587:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-PTC-1-85	CRC.P0701_C000588:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-TTR-179	CRC.P0701_C000589:2	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTH-1_49	CRC.P0701_C000590:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTR-2_7	CRC.P0701_C000591:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-TTR-2-17	CRC.P0701_C000592:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701_TTH-1_14	CRC.P0701_C000594:1	NoClonal	P0701	TTH	CD4	CD4_C07-GZMK	T
P0701-PTH-2-41	CRC.P0701_C000596:1	NoClonal	P0701	PTH	CD4	CD4_C03-GNLY	P
P0701-TTR-168	CRC.P0701_C000597:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTH-2-89	CRC.P0701_C000598:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_TTR-1_54	CRC.P0701_C000600:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-TTR-1-84	CRC.P0701_C000601:1	NoClonal	P0701	TTR	CD4	CD4_C05-CXCR6	T
P0701_TTH-1_85	CRC.P0701_C000603:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701_TTH-1_79	CRC.P0701_C000604:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTH-2_5	CRC.P0701_C000606:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-PTH-2-76	CRC.P0701_C000607:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
PTC116-20160701	CRC.P0701_C000608:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-PTH-2-64	CRC.P0701_C000610:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_PTR-1_49	CRC.P0701_C000611:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701-PTC-1-79	CRC.P0701_C000612:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-NTR-103	CRC.P0701_C000613:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701-NTR-114	CRC.P0701_C000615:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701-PTC-1-60	CRC.P0701_C000616:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701_TTC-1_64	CRC.P0701_C000617:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-PTH-2-6	CRC.P0701_C000618:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_PTR-2_13	CRC.P0701_C000619:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_TTH-1_36	CRC.P0701_C000620:1	NoClonal	P0701	TTH	CD4	CD4_C12-CTLA4	T
P0701-NTR-1-79	CRC.P0701_C000622:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-NTC-1-70	CRC.P0701_C000624:1	NoClonal	P0701	NTC	CD8	CD8_C04-GZMK	N
P0701-PTC-1-16	CRC.P0701_C000625:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-NTR-1-27	CRC.P0701_C000626:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701_TTH-1_81	CRC.P0701_C000627:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
PTC130-20160701	CRC.P0701_C000628:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-TTC-107	CRC.P0701_C000629:1	NoClonal	P0701	TTC	CD8	CD8_C07-LAYN	T
TTR28-20170825	CRC.P0825_C000001:6	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR184-20170825	CRC.P0825_C000001:6	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR177-20170825	CRC.P0825_C000001:6	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR126-20170825	CRC.P0825_C000001:6	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR137-20170825	CRC.P0825_C000001:6	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
NTC7-20170825	CRC.P0825_C000002:1	NoClonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTH5-20170825	CRC.P0825_C000003:1	NoClonal	P0825	NTH	CD4	CD4_C05-CXCR6	N
TTH103-20170825	CRC.P0825_C000004:1	NoClonal	P0825	TTH	CD4	CD4_C12-CTLA4	T
TTH164-20170825	CRC.P0825_C000006:4	Clonal	P0825	TTH	CD4	CD4_C08-IL23R	T
TTH203-20170825	CRC.P0825_C000006:4	Clonal	P0825	TTH	CD4	CD4_C09-CXCL13	T
TTR91-20170825	CRC.P0825_C000007:3	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR117-20170825	CRC.P0825_C000007:3	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
PTR33-20170825	CRC.P0825_C000008:1	NoClonal	P0825	PTR	CD4	CD4_C02-ANXA1	P
TTR132-20170825	CRC.P0825_C000009:1	NoClonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
NTC61-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC19-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC46-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC49-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC75-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC82-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC39-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC95-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC37-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC29-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC28-20170825	CRC.P0825_C000010:11	Clonal	P0825	NTC	CD8	CD8_C06-CD160	N
NTC10-20170825	CRC.P0825_C000011:2	Clonal	P0825	NTC	CD8	CD8_C05-CD6	N
NTC68-20170825	CRC.P0825_C000011:2	Clonal	P0825	NTC	CD8	CD8_C05-CD6	N
PTC9-20170825	CRC.P0825_C000012:2	Clonal	P0825	PTC	CD8	CD8_C03-CX3CR1	P
PTC44-20170825	CRC.P0825_C000012:2	Clonal	P0825	PTC	CD8	CD8_C03-CX3CR1	P
TTC169-20170825	CRC.P0825_C000013:5	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC153-20170825	CRC.P0825_C000013:5	Clonal	P0825	TTC	CD8	CD8_C04-GZMK	T
TTC66-20170825	CRC.P0825_C000013:5	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC31-20170825	CRC.P0825_C000013:5	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC26-20170825	CRC.P0825_C000013:5	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTR134-20170825	CRC.P0825_C000014:1	NoClonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTC37-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC185-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC21-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC83-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC81-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC167-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC8-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC112-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC145-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC159-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC156-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC192-20170825	CRC.P0825_C000016:12	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
NTC100-20170825	CRC.P0825_C000020:1	NoClonal	P0825	NTC	CD8	CD8_C05-CD6	N
NTC73-20170825	CRC.P0825_C000021:4	Clonal	P0825	NTC	CD8	CD8_C05-CD6	N
NTC6-20170825	CRC.P0825_C000021:4	Clonal	P0825	NTC	CD8	CD8_C05-CD6	N
NTC23-20170825	CRC.P0825_C000021:4	Clonal	P0825	NTC	CD8	CD8_C05-CD6	N
NTC44-20170825	CRC.P0825_C000021:4	Clonal	P0825	NTC	CD8	CD8_C05-CD6	N
TTH192-20170825	CRC.P0825_C000024:2	Clonal	P0825	TTH	CD4	CD4_C08-IL23R	T
NTY2-20170825	CRC.P0825_C000024:2	Clonal	P0825	NTY	CD4	CD4_C05-CXCR6	N
TTR12-20170825	CRC.P0825_C000026:1	NoClonal	P0825	TTR	CD4	CD4_C09-CXCL13	T
TTR48-20170825	CRC.P0825_C000027:1	NoClonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTH175-20170825	CRC.P0825_C000028:6	Clonal	P0825	TTH	CD4	CD4_C09-CXCL13	T
TTR174-20170825	CRC.P0825_C000028:6	Clonal	P0825	TTR	CD4	CD4_C09-CXCL13	T
TTR86-20170825	CRC.P0825_C000028:6	Clonal	P0825	TTR	CD4	CD4_C09-CXCL13	T
TTR143-20170825	CRC.P0825_C000028:6	Clonal	P0825	TTR	CD4	CD4_C09-CXCL13	T
TTR116-20170825	CRC.P0825_C000028:6	Clonal	P0825	TTR	CD4	CD4_C09-CXCL13	T
TTH136-20170825	CRC.P0825_C000028:6	Clonal	P0825	TTH	CD4	CD4_C09-CXCL13	T
NTH65-20170825	CRC.P0825_C000030:9	Clonal	P0825	NTH	CD4	CD4_C03-GNLY	N
PTH56-20170825	CRC.P0825_C000030:9	Clonal	P0825	PTH	CD4	CD4_C03-GNLY	P
PTH64-20170825	CRC.P0825_C000030:9	Clonal	P0825	PTH	CD4	CD4_C03-GNLY	P
TTH167-20170825	CRC.P0825_C000030:9	Clonal	P0825	TTH	CD4	CD4_C03-GNLY	T
PTH54-20170825	CRC.P0825_C000030:9	Clonal	P0825	PTH	CD4	CD4_C03-GNLY	P
PTH90-20170825	CRC.P0825_C000030:9	Clonal	P0825	PTH	CD4	CD4_C03-GNLY	P
TTR187-20170825	CRC.P0825_C000031:1	NoClonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
NTH79-20170825	CRC.P0825_C000032:1	NoClonal	P0825	NTH	CD4	CD4_C04-TCF7	N
TTR81-20170825	CRC.P0825_C000033:2	Clonal	P0825	TTR	CD4	CD4_C09-CXCL13	T
PTR65-20170825	CRC.P0825_C000033:2	Clonal	P0825	PTR	CD4	CD4_C03-GNLY	P
TTR24-20170825	CRC.P0825_C000035:2	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
NTC45-20170825	CRC.P0825_C000037:1	NoClonal	P0825	NTC	CD8	CD8_C05-CD6	N
PTH50-20170825	CRC.P0825_C000038:1	NoClonal	P0825	PTH	CD4	CD4_C01-CCR7	P
TTC141-20170825	CRC.P0825_C000039:3	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTC138-20170825	CRC.P0825_C000039:3	Clonal	P0825	TTC	CD8	CD8_C07-LAYN	T
TTR182-20170825	CRC.P0825_C000043:1	NoClonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR31-20170825	CRC.P0825_C000044:1	NoClonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR188-20170825	CRC.P0825_C000045:26	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR98-20170825	CRC.P0825_C000045:26	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR103-20170825	CRC.P0825_C000045:26	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR146-20170825	CRC.P0825_C000045:26	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR9-20170825	CRC.P0825_C000045:26	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR129-20170825	CRC.P0825_C000045:26	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
TTR3-20170825	CRC.P0825_C000045:26	Clonal	P0825	TTR	CD4	CD4_C12-CTLA4	T
